"REF_DATE","GEO","DGUID","Type of benefit and policy","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1969-01","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","55.60","","","","2"
"1969-01","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","52.78","","","","2"
"1969-01","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","208.95","","","","2"
"1969-01","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","92.97","","","","2"
"1969-04","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","306.46","","","","2"
"1969-04","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","253.00","","","","2"
"1969-04","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","100.73","","","","2"
"1969-04","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","2.17","","","t","2"
"1969-04","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","19.20","","","t","2"
"1969-04","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","74.08","","","t","2"
"1969-04","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","56.81","","","","2"
"1969-04","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","53.47","","","","2"
"1969-04","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","213.36","","","","2"
"1969-04","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","93.10","","","","2"
"1969-07","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","294.28","","","","2"
"1969-07","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","234.87","","","","2"
"1969-07","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","102.41","","","","2"
"1969-07","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","2.77","","","t","2"
"1969-07","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","16.17","","","t","2"
"1969-07","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","65.74","","","t","2"
"1969-07","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","47.79","","","","2"
"1969-07","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","59.41","","","","2"
"1969-07","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","199.03","","","","2"
"1969-07","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","95.25","","","","2"
"1969-10","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","364.47","","","","2"
"1969-10","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","272.86","","","","2"
"1969-10","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","110.21","","","","2"
"1969-10","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","2.58","","","t","2"
"1969-10","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","20.07","","","t","2"
"1969-10","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","73.02","","","t","2"
"1969-10","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","66.99","","","","2"
"1969-10","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","91.60","","","","2"
"1969-10","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","226.80","","","","2"
"1969-10","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","137.67","","","","2"
"1970-01","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","336.40","","","","2"
"1970-01","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","261.70","","","","2"
"1970-01","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","113.53","","","","2"
"1970-01","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","2.63","","","t","2"
"1970-01","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","18.93","","","t","2"
"1970-01","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","70.09","","","t","2"
"1970-01","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","56.51","","","","2"
"1970-01","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","74.70","","","","2"
"1970-01","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","219.94","","","","2"
"1970-01","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","116.46","","","","2"
"1970-04","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","323.89","","","","2"
"1970-04","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","257.70","","","","2"
"1970-04","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","106.09","","","","2"
"1970-04","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","2.68","","","t","2"
"1970-04","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","18.90","","","t","2"
"1970-04","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","72.17","","","t","2"
"1970-04","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","57.86","","","","2"
"1970-04","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","66.19","","","","2"
"1970-04","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","214.33","","","","2"
"1970-04","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","109.55","","","","2"
"1970-07","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","293.06","","","","2"
"1970-07","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","241.72","","","","2"
"1970-07","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","109.57","","","","2"
"1970-07","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","3.37","","","t","2"
"1970-07","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","16.39","","","t","2"
"1970-07","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","61.89","","","t","2"
"1970-07","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","50.50","","","","2"
"1970-07","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","51.34","","","","2"
"1970-07","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","198.16","","","","2"
"1970-07","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","94.90","","","","2"
"1970-10","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","336.22","","","","2"
"1970-10","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","278.31","","","","2"
"1970-10","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","116.42","","","","2"
"1970-10","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","3.77","","","t","2"
"1970-10","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","19.26","","","t","2"
"1970-10","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","67.06","","","t","2"
"1970-10","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","71.80","","","","2"
"1970-10","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","57.91","","","","2"
"1970-10","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","230.23","","","","2"
"1970-10","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","105.99","","","","2"
"1971-01","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","330.96","","","","2"
"1971-01","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","267.38","","","","2"
"1971-01","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","120.24","","","","2"
"1971-01","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","3.11","","","t","2"
"1971-01","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","19.07","","","t","2"
"1971-01","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","67.14","","","t","2"
"1971-01","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","57.81","","","","2"
"1971-01","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","63.58","","","","2"
"1971-01","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","222.39","","","","2"
"1971-01","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","108.57","","","","2"
"1971-04","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","319.64","","","","2"
"1971-04","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","260.41","","","","2"
"1971-04","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","107.96","","","","2"
"1971-04","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","2.97","","","t","2"
"1971-04","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","18.77","","","t","2"
"1971-04","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","68.35","","","t","2"
"1971-04","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","62.36","","","","2"
"1971-04","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","59.23","","","","2"
"1971-04","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","216.12","","","","2"
"1971-04","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","103.52","","","","2"
"1971-07","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","305.12","","","","2"
"1971-07","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","246.43","","","","2"
"1971-07","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","114.28","","","","2"
"1971-07","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","3.94","","","t","2"
"1971-07","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","17.56","","","t","2"
"1971-07","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","57.68","","","t","2"
"1971-07","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","52.98","","","","2"
"1971-07","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","58.69","","","","2"
"1971-07","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","198.71","","","","2"
"1971-07","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","106.41","","","","2"
"1971-10","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","370.85","","","","2"
"1971-10","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","290.37","","","","2"
"1971-10","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","132.98","","","","2"
"1971-10","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","5.37","","","t","2"
"1971-10","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","20.01","","","t","2"
"1971-10","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","61.17","","","t","2"
"1971-10","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","70.85","","","","2"
"1971-10","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","80.48","","","","2"
"1971-10","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","228.65","","","","2"
"1971-10","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","142.20","","","","2"
"1972-01","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","340.11","","","","2"
"1972-01","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","272.72","","","","2"
"1972-01","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","129.51","","","","2"
"1972-01","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","3.79","","","t","2"
"1972-01","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","19.16","","","t","2"
"1972-01","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","56.37","","","t","2"
"1972-01","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","63.89","","","","2"
"1972-01","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","67.39","","","","2"
"1972-01","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","217.84","","","","2"
"1972-01","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","122.27","","","","2"
"1972-04","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","317.33","","","","2"
"1972-04","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","256.05","","","","2"
"1972-04","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","114.85","","","","2"
"1972-04","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","4.84","","","t","2"
"1972-04","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","18.64","","","t","2"
"1972-04","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","59.74","","","t","2"
"1972-04","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","57.99","","","","2"
"1972-04","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","61.28","","","","2"
"1972-04","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","206.04","","","","2"
"1972-04","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","111.29","","","","2"
"1972-07","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","382.33","","","","2"
"1972-07","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","279.10","","","","2"
"1972-07","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","137.39","","","","2"
"1972-07","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","4.58","","","t","2"
"1972-07","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","18.69","","","t","2"
"1972-07","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","57.67","","","t","2"
"1972-07","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","60.77","","","","2"
"1972-07","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","103.23","","","","2"
"1972-07","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","219.91","","","","2"
"1972-07","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","162.42","","","","2"
"1972-10","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","372.31","","","","2"
"1972-10","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","299.52","","","","2"
"1972-10","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","134.47","","","","2"
"1972-10","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","4.25","","","t","2"
"1972-10","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","22.24","","","t","2"
"1972-10","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","66.06","","","t","2"
"1972-10","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","72.50","","","","2"
"1972-10","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","72.79","","","","2"
"1972-10","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","234.94","","","","2"
"1972-10","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","137.37","","","","2"
"1973-01","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","379.28","","","","2"
"1973-01","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","299.28","","","","2"
"1973-01","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","139.81","","","","2"
"1973-01","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","4.53","","","t","2"
"1973-01","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","21.37","","","t","2"
"1973-01","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","63.47","","","t","2"
"1973-01","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","70.10","","","","2"
"1973-01","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","80.00","","","","2"
"1973-01","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","239.19","","","","2"
"1973-01","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","140.09","","","","2"
"1973-04","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","381.19","","","","2"
"1973-04","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","292.92","","","","2"
"1973-04","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","139.44","","","","2"
"1973-04","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","5.06","","","t","2"
"1973-04","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","18.38","","","t","2"
"1973-04","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","62.57","","","t","2"
"1973-04","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","67.48","","","","2"
"1973-04","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","88.27","","","","2"
"1973-04","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","236.79","","","","2"
"1973-04","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","144.40","","","","2"
"1973-07","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","367.28","","","","2"
"1973-07","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","285.44","","","","2"
"1973-07","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","141.43","","","","2"
"1973-07","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","4.90","","","t","2"
"1973-07","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","19.77","","","t","2"
"1973-07","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","55.93","","","t","2"
"1973-07","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","63.41","","","","2"
"1973-07","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","81.84","","","","2"
"1973-07","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","225.61","","","","2"
"1973-07","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","141.67","","","","2"
"1973-10","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","418.06","","","","2"
"1973-10","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","308.90","","","","2"
"1973-10","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","143.14","","","","2"
"1973-10","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","5.60","","","t","2"
"1973-10","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","22.66","","","t","2"
"1973-10","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","59.70","","","t","2"
"1973-10","Canada","2016A000011124","Dividends to policy holders","Dollars","81","millions","6","v1839","1.7","77.80","","","","2"
"1973-10","Canada","2016A000011124","Total, under annuities","Dollars","81","millions","6","v1840","1.8","109.16","","","","2"
"1973-10","Canada","2016A000011124","Total payments, individual policies","Dollars","81","millions","6","v1841","1.9","253.26","","","","2"
"1973-10","Canada","2016A000011124","Total payments, group policies","Dollars","81","millions","6","v1842","1.10","164.80","","","","2"
"1974-01","Canada","2016A000011124","Total, payments","Dollars","81","millions","6","v1833","1.1","421.77","","","","2"
"1974-01","Canada","2016A000011124","Total, under life insurance","Dollars","81","millions","6","v1834","1.2","318.24","","","","2"
"1974-01","Canada","2016A000011124","Death and accidental death claims","Dollars","81","millions","6","v1835","1.3","150.68","","","","2"
"1974-01","Canada","2016A000011124","Disability benefits, income payments","Dollars","81","millions","6","v1836","1.4","5.30","","","t","2"
"1974-01","Canada","2016A000011124","Matured endowments","Dollars","81","millions","6","v1837","1.5","20.10","","","t","2"
"1974-01","Canada","2016A000011124","Surrender values","Dollars","81","millions","6","v1838","1.6","64.83","","","t","2"
